Model Code,Model,Make Code,Make
37,610,35,Nissan/Datsun
38,710,35,Nissan/Datsun
39,810/Maxima,35,Nissan/Datsun
40,Roadster,35,Nissan/Datsun
41,"PL 411, RL 411",35,Nissan/Datsun
42,Stanza,35,Nissan/Datsun
43,Sentra,35,Nissan/Datsun
44,Pulsar,35,Nissan/Datsun
45,Micra,35,Nissan/Datsun
46,NX1600/2000,35,Nissan/Datsun
47,Altima,35,Nissan/Datsun
48,350Z,35,Nissan/Datsun
49,Murano,35,Nissan/Datsun
50,Versa,35,Nissan/Datsun
398,Other automobile,35,Nissan/Datsun
399,Unknown automobile,35,Nissan/Datsun
401,Pathfinder,35,Nissan/Datsun
402,Xterra,35,Nissan/Datsun
421,Armada,35,Nissan/Datsun
441,Van,35,Nissan/Datsun
442,Axxess,35,Nissan/Datsun
443,Quest,35,Nissan/Datsun
471,Datsun/Nissan Pickup,35,Nissan/Datsun
473,Titan (Data years 2005 and earlier),35,Nissan/Datsun
481,Titan (Data years 2006 and beyond),35,Nissan/Datsun
498,Other light truck Patrol,35,Nissan/Datsun
499,Unknownlight truck,35,Nissan/Datsun
883,Medium/Heavy COE,35,Nissan/Datsun
898,Other medium/heavy truck,35,Nissan/Datsun
899,Unknownmedium/heavy truck,35,Nissan/Datsun
998,Other vehicle,35,Nissan/Datsun
999,Unknown vehicle,35,Nissan/Datsun
31,124 (Coupe/Sedan),36,Fiat
32,124 Spider/Racer,36,Fiat
33,Brava-131,36,Fiat
34,850 (Coupe/Spyder),36,Fiat
35,128,36,Fiat
36,X-1/9,36,Fiat
37,Strada,36,Fiat
398,Other automobile,36,Fiat
399,Unknown automobile,36,Fiat
882,Medium/Heavy COE,36,Fiat
883,Medium/Heavy COE,36,Fiat
890,Medium/Heavy COE,36,Fiat
898,Other medium/heavy truck,36,Fiat
899,Unknown medium/heavy truck,36,Fiat
998,Other vehicle,36,Fiat
999,Unknown vehicle,36,Fiat
31,Civic/CRX,37,Honda
32,Accord,37,Honda
33,Prelude,37,Honda
34,600 all,37,Honda
35,S2000,37,Honda
37,Insight,37,Honda
39,Fit,37,Honda
398,Other automobile,37,Honda
399,Unknown automobile,37,Honda
401,Passport,37,Honda
402,CR-V,37,Honda
403,Element,37,Honda
421,Pilot,37,Honda
441,Odyssey,37,Honda
471,Datsun/Nissan PU Frontier,37,Honda
498,Other Light Truck,37,Honda
499,UnknownLight Truck,37,Honda
701,0-50cc,37,Honda
702,51-124cc,37,Honda
703,125-349cc,37,Honda
704,350-449cc,37,Honda
705,450cc-749cc,37,Honda
706,750cc-over,37,Honda
709,Unknown cc,37,Honda
731,0-50cc7,37,Honda
732,51-124 cc,37,Honda
733,125-349cc,37,Honda
734,350cc or greater,37,Honda
739,Unknown cc,37,Honda
798,Other Motorcycle,37,Honda
799,Unknown motored cycle,37,Honda
998,Other vehicle,37,Honda
999,Unknown vehicle,37,Honda
31,I-Mark,38,Isuzu
32,Impulse,38,Isuzu
33,Stylus,38,Isuzu
398,Other automobile,38,Isuzu
399,Unknown automobile,38,Isuzu
401,Trooper/Trooper II,38,Isuzu
402,Rodeo,38,Isuzu
403,Amigo,38,Isuzu
404,Vehicross,38,Isuzu
405,Axiom,38,Isuzu
421,Ascender,38,Isuzu
441,Oasis,38,Isuzu
471,P'up (pickup),38,Isuzu
498,Other light truck,38,Isuzu
499,Unknown light truck,38,Isuzu
881,Medium/Heavy CBE,38,Isuzu
882,Medium/Heavy COE,38,Isuzu
883,Medium/Heavy COE,38,Isuzu
884,Medium/Heavy,38,Isuzu
890,Medium/Heavy COE,38,Isuzu
898,Other medium/heavy truck,38,Isuzu
899,Unknown medium/heavy truck,38,Isuzu
950,Bus based motorhome,38,Isuzu
981,Bus Conventional front engine,38,Isuzu
982,Bus Front engine/flat front,38,Isuzu
983,Bus Rear engine/flat front,38,Isuzu
988,Other bus,38,Isuzu
989,Unknown bus,38,Isuzu
998,Other vehicle,38,Isuzu
999,Unknown vehicle,38,Isuzu
31,XJ-S Coupe,39,Jaguar
32,XJ6/12 Sedan/Coupe,39,Jaguar
33,XKE,39,Jaguar
34,X100,39,Jaguar
35,X-Type,39,Jaguar
398,Other automobile,39,Jaguar
399,Unknown automobile,39,Jaguar
998,Other vehicle,39,Jaguar
999,Unknown vehicle,39,Jaguar
31,Beta Sedan - HPG,40,Lancia
32,Beta Coupe - Zagato,40,Lancia
33,Scorpion,40,Lancia
398,Other automobile,40,Lancia
399,Unknown automobile,40,Lancia
998,Other vehicle,40,Lancia
999,Unknown vehicle,40,Lancia
31,RX2,41,Mazda
32,RX3,41,Mazda
33,RX4,41,Mazda
34,RX7,41,Mazda
35,323/GLC/Protege,41,Mazda
36,Cosmo,41,Mazda
37,626,41,Mazda
38,808,41,Mazda
39,Mizer,41,Mazda
40,R-100,41,Mazda
41,616/618,41,Mazda
42,1800,41,Mazda
43,929,41,Mazda
44,MX-6,41,Mazda
45,Miata,41,Mazda
46,MX-3,41,Mazda
47,Millenia,41,Mazda
48,MP3,41,Mazda
49,RX-8,41,Mazda
50,Mazda 6,41,Mazda
51,Mazda 3,41,Mazda
52,Mazda 5,41,Mazda
53,CX-7,41,Mazda
54,CX-9,41,Mazda
398,Other automobile,41,Mazda
399,Unknown automobile,41,Mazda
401,Navajo,41,Mazda
402,Tribute,41,Mazda
441,MPV,41,Mazda
471,Mazda pickup,41,Mazda
498,Other light truck,41,Mazda
499,Unknownlighttruck,41,Mazda
998,Other vehicle,41,Mazda
999,Unknown vehicle,41,Mazda
31,200/220/230/240/250/260/280/300/320/340,42,Mercedes Benz
32,230/280 SL,42,Mercedes Benz
33,"300/350/380/450/500 SL, 560 SL",42,Mercedes Benz
34,350/380/420/450/560,42,Mercedes Benz
35,280/300 SEL,42,Mercedes Benz
36,380/420/450/500/560 SEL and 500/560 SEC/ 350SDL/300 SDL,42,Mercedes Benz
37,300 SE/380/450 SE,42,Mercedes Benz
38,"600, 6.9 Sedan",42,Mercedes Benz
39,190,42,Mercedes Benz
40,300,42,Mercedes Benz
41,400/500E,42,Mercedes Benz
42,220/280C,42,Mercedes Benz
43,S Class,42,Mercedes Benz
44,SL Class,42,Mercedes Benz
45,SLK,42,Mercedes Benz
46,CL,42,Mercedes Benz
47,CLK,42,Mercedes Benz
48,E,42,Mercedes Benz
49,SLR Mclaren,42,Mercedes Benz
50,R-Class,42,Mercedes Benz
51,CLS-Class,42,Mercedes Benz
398,Other automobile,42,Mercedes Benz
399,Unknown automobile,42,Mercedes Benz
401,M,42,Mercedes Benz
402,G Class,42,Mercedes Benz
470,Van derivative,42,Mercedes Benz
498,Other light truck,42,Mercedes Benz
499,Unknownlighttruck,42,Mercedes Benz
881,Medium/Heavy CBE,42,Mercedes Benz
882,Medium/Heavy COE,42,Mercedes Benz
883,Medium/Heavy COE,42,Mercedes Benz
884,Medium/Heavy,42,Mercedes Benz
890,Medium/Heavy COE,42,Mercedes Benz
898,Other medium/heavy truck,42,Mercedes Benz
899,Unknownmedium/heavy truck,42,Mercedes Benz
950,Bus based motorhome,42,Mercedes Benz
981,Medium bus,42,Mercedes Benz
988,Other bus,42,Mercedes Benz
989,Unknown bus,42,Mercedes Benz
998,Other vehicle,42,Mercedes Benz
999,Unknown vehicle,42,Mercedes Benz
31,Midget,43,MG
32,MGB,43,MG
33,MGB,43,MG
34,MGA,43,MG
35,TA/TC/TD/TF,43,MG
36,MGC,43,MG
398,Other automobile,43,MG
399,Unknown automobile,43,MG
998,Other vehicle,43,MG
999,Unknown vehicle,43,MG
31,304,44,Peugeot
32,403,44,Peugeot
33,404,44,Peugeot
34,504/505,44,Peugeot
35,604,44,Peugeot
36,405,44,Peugeot
398,Other automobile,44,Peugeot
399,Unknown automobile,44,Peugeot
701,0-50cc,44,Peugeot
702,51-124cc,44,Peugeot
709,Unknowncc,44,Peugeot
799,Unknownmotored cycle,44,Peugeot
998,Other vehicle,44,Peugeot
999,Unknown vehicle,44,Peugeot
31,911,45,Porsche
32,912,45,Porsche
33,914,45,Porsche
34,924,45,Porsche
35,928,45,Porsche
36,930,45,Porsche
37,944,45,Porsche
38,959,45,Porsche
39,968,45,Porsche
40,986Boxter,45,Porsche
41,Cayman,45,Porsche
398,Other automobile,45,Porsche
399,Unknown automobile,45,Porsche
421,Cayenne,45,Porsche
998,Other vehicle,45,Porsche
999,Unknown vehicle,45,Porsche
31,LeCar,46,Renault
32,Dauphine/l0/R-8/Caravelle,46,Renault
33,12,46,Renault
34,15,46,Renault
35,16,46,Renault
36,17,46,Renault
37,RI8i,46,Renault
38,Fuego,46,Renault
39,"Alliance/Encore, GTA Convertible",46,Renault
41,Alpine,46,Renault
44,Medallion,46,Renault
45,Premier,46,Renault
398,Other automobile,46,Renault
399,Unknown automobile,46,Renault
998,Other vehicle,46,Renault
999,Unknown vehicle,46,Renault
31,99/99E/900,47,Saab
32,Sonnett,47,Saab
33,95/96/97,47,Saab
34,9000,47,Saab
35,42616,47,Saab
36,42618,47,Saab
37,9-2X,47,Saab
398,Other automobile,47,Saab
399,Unknown automobile,47,Saab
401,9-7X,47,Saab
499,Unknown light truck,47,Saab
998,Other vehicle,47,Saab
999,Unknown vehicle,47,Saab
31,DL/FE/G/GF/GL/GLF/STD/Loyale,48,Subaru
32,Star,48,Subaru
33,360,48,Subaru
34,Legacy,48,Subaru
35,"XT, XT6",48,Subaru
36,Justy,48,Subaru
37,SVX,48,Subaru
38,Impreza,48,Subaru
43,Brat,48,Subaru
44,Baja,48,Subaru
45,Outback,48,Subaru
398,Other automobile,48,Subaru
399,Unknown automobile,48,Subaru
401,Forester,48,Subaru
402,B9 Tribeca,48,Subaru
498,Other Light Truck,48,Subaru
499,UnknownLight Truck,48,Subaru
998,Other vehicle,48,Subaru
999,Unknown vehicle,48,Subaru
31,Corona,49,Toyota
32,Corolla,49,Toyota
33,Celica,49,Toyota
34,Supra,49,Toyota
35,Cressida,49,Toyota
36,Crown,49,Toyota
37,Carina,49,Toyota
38,Tercel,49,Toyota
39,Starlet,49,Toyota
40,Camry,49,Toyota
41,MR-2,49,Toyota
42,Paseo,49,Toyota
43,Avalon,49,Toyota
44,Solara,49,Toyota
45,Echo,49,Toyota
46,Prius,49,Toyota
48,Scion XA,49,Toyota
49,Scion XB,49,Toyota
50,Scion TC,49,Toyota
51,Yaris,49,Toyota
398,Other automobile,49,Toyota
399,Unknown automobile,49,Toyota
401,4-Runner,49,Toyota
402,RAV-4,49,Toyota
403,Highlander,49,Toyota
404,Matrix,49,Toyota
405,FJ Cruiser,49,Toyota
421,Landcruiser,49,Toyota
422,Sequoia,49,Toyota
441,Minivan/Previa(,49,Toyota
442,Sienna,49,Toyota
471,Pickup,49,Toyota
472,Takoma,49,Toyota
481,T-100,49,Toyota
482,Tundra,49,Toyota
498,Other light truck,49,Toyota
499,Unknownlighttruck,49,Toyota
998,Other vehicle,49,Toyota
999,Unknown vehicle,49,Toyota
31,Spitfire,50,Triumph
32,GT-6,50,Triumph
33,TR4,50,Triumph
34,TR6,50,Triumph
35,TR7/8,50,Triumph
36,Herald,50,Triumph
37,Stag,50,Triumph
398,Other automobile,50,Triumph
399,Unknown automobile,50,Triumph
701,0-50cc,50,Triumph
702,51-124cc,50,Triumph
703,125-349cc,50,Triumph
704,350-449cc,50,Triumph
705,450-749cc,50,Triumph
706,750cc-over,50,Triumph
709,Unknowncc,50,Triumph
799,Unknownmotored cycle,50,Triumph
998,Other vehicle,50,Triumph
999,Unknown vehicle,50,Triumph
31,122,51,Volvo
32,142/144/145,51,Volvo
33,164,51,Volvo
34,240/242/244/245,51,Volvo
35,262/264/265,51,Volvo
36,1800,51,Volvo
37,P-544,51,Volvo
38,760 780,51,Volvo
39,740,51,Volvo
40,940,51,Volvo
41,960,51,Volvo
42,850,51,Volvo
43,70 Series,51,Volvo
44,90 Series,51,Volvo
45,80 Series,51,Volvo
46,40 Series,51,Volvo
47,60 Series,51,Volvo
48,V50,51,Volvo
398,Other automobile,51,Volvo
399,Unknown automobile,51,Volvo
401,XC90,51,Volvo
881,Medium/Heavy CBE,51,Volvo
882,Medium/Heavy COE,51,Volvo
883,Medium/Heavy COE,51,Volvo
884,Medium/Heavy,51,Volvo
890,Medium/Heavy COE,51,Volvo
898,Other medium/heavy truck,51,Volvo
899,Unknownmedium/heavy truck,51,Volvo
950,Bus based motorhome,51,Volvo
981,Medium bus,51,Volvo
988,Other bus,51,Volvo
989,Unknown bus,51,Volvo
998,Other vehicle,51,Volvo
999,Unknown vehicle,51,Volvo
31,Starion,52,Mitsubishi
32,Tredia,52,Mitsubishi
33,Cordia,52,Mitsubishi
34,Galant,52,Mitsubishi
35,Mirage,52,Mitsubishi
36,Precis,52,Mitsubishi
37,Eclipse,52,Mitsubishi
38,Sigma,52,Mitsubishi
39,3000 GT,52,Mitsubishi
40,Diamante,52,Mitsubishi
46,Lancer,52,Mitsubishi
398,Other automobile,52,Mitsubishi
399,Unknown automobile,52,Mitsubishi
401,Montero,52,Mitsubishi
402,Outlander,52,Mitsubishi
403,Endeavor,52,Mitsubishi
441,Minivan,52,Mitsubishi
442,Expo,52,Mitsubishi
471,Pickup,52,Mitsubishi
472,Raider/Durocross,52,Mitsubishi
498,Other light truck,52,Mitsubishi
499,Unknownlighttruck,52,Mitsubishi
882,Medium/Heavy COE,52,Mitsubishi
898,Other medium/heavy truck,52,Mitsubishi
899,Unknownmedium/heavy truck,52,Mitsubishi
950,Bus based motorhome,52,Mitsubishi
981,Bus Conventional front engine,52,Mitsubishi
982,Bus Front engine/flat front,52,Mitsubishi
983,Bus Rear engine/flat front,52,Mitsubishi
988,Other bus,52,Mitsubishi
989,Unknown bus,52,Mitsubishi
998,Other vehicle,52,Mitsubishi
999,Unknown vehicle,52,Mitsubishi
31,SA310,53,Suzuki
34,Swift,53,Suzuki
35,Esteem,53,Suzuki
36,Aerio,53,Suzuki
37,Forenza,53,Suzuki
38,Verona,53,Suzuki
39,Reno,53,Suzuki
40,SX4,53,Suzuki
398,Other automobile,53,Suzuki
399,Unknown automobile,53,Suzuki
401,Samurai,53,Suzuki
402,Sidekick,53,Suzuki
403,X-90,53,Suzuki
404,Gvand Vitara,53,Suzuki
405,XL7,53,Suzuki
498,Other light truck,53,Suzuki
499,Unknownlighttruck,53,Suzuki
701,0-50cc,53,Suzuki
702,51-124cc,53,Suzuki
703,125-349cc,53,Suzuki
704,350-449cc,53,Suzuki
705,450-749cc,53,Suzuki
706,750cc-over,53,Suzuki
709,Unknown cc,53,Suzuki
731,0-50cc,53,Suzuki
732,51-124,53,Suzuki
733,125-349cc,53,Suzuki
734,350cc or greater,53,Suzuki
739,Unknowncc,53,Suzuki
799,Unknownmotored cycle,53,Suzuki
998,Other vehicle,53,Suzuki
999,Unknown vehicle,53,Suzuki
31,Integra,54,Acura
32,Legend/RL,54,Acura
33,NSX,54,Acura
34,Vigor/TL,54,Acura
35,CL,54,Acura
38,RSX,54,Acura
39,TSX,54,Acura
398,Other automobile,54,Acura
399,Unknown automobile,54,Acura
401,SLX,54,Acura
402,RDX,54,Acura
421,MDX,54,Acura
498,Other Light Truck,54,Acura
499,UnknownLight Truck,54,Acura
998,Other vehicle,54,Acura
999,Unknown vehicle,54,Acura
31,Pony,55,Hyundai
32,Excel,55,Hyundai
33,Sonata,55,Hyundai
34,Scoupe,55,Hyundai
35,Elantra,55,Hyundai
36,Accent,55,Hyundai
37,Tiburon,55,Hyundai
38,XG300,55,Hyundai
39,Azera,55,Hyundai
398,Other automobile,55,Hyundai
399,Unknown automobile,55,Hyundai
401,SantaFe,55,Hyundai
402,Tuscon,55,Hyundai
403,Veracruz,55,Hyundai
441,Entourage,55,Hyundai
498,Other Light Truck,55,Hyundai
499,UnknownLight Truck,55,Hyundai
998,Other vehicle,55,Hyundai
999,Unknown vehicle,55,Hyundai
31,XR4Ti,56,Merkur
32,Scorpio,56,Merkur
398,Other automobile,56,Merkur
399,Unknown automobile,56,Merkur
998,Other vehicle,56,Merkur
999,Unknown vehicle,56,Merkur
31,GV,57,Yugo
398,Other automobile,57,Yugo
399,Unknown automobile,57,Yugo
998,Other vehicle,57,Yugo
999,Unknown vehicle,57,Yugo
31,M30,58,Infiniti
32,Q45,58,Infiniti
33,G20,58,Infiniti
34,J30,58,Infiniti
35,I30,58,Infiniti
36,I35,58,Infiniti
37,G35,58,Infiniti
38,M45,58,Infiniti
39,FX35/45,58,Infiniti
398,Other automobile,58,Infiniti
399,Unknown automobile,58,Infiniti
401,T30,58,Infiniti
421,QX56,58,Infiniti
498,Other Light Truck,58,Infiniti
499,UnknownLight Truck,58,Infiniti
998,Other vehicle,58,Infiniti
999,Unknown vehicle,58,Infiniti
31,Charade,60,Daihatsu
398,Other automobile,60,Daihatsu
399,Unknown automobile,60,Daihatsu
401,Rocky,60,Daihatsu
498,Other light truck,60,Daihatsu
499,Unknownlighttruck,60,Daihatsu
998,Other vehicle,60,Daihatsu
999,Unknown vehicle,60,Daihatsu
31,827S,61,Sterling
398,Other automobile,61,Sterling
399,Unknown automobile,61,Sterling
998,Other vehicle,61,Sterling
999,Unknown vehicle,61,Sterling
401,Discovery (LR),62,Land Rover
402,Defender90(LR),62,Land Rover
421,County LWB (RR)/County Classis (RR),62,Land Rover
422,"Defender90(LR), 4.0 SE (RR), and Freelander",62,Land Rover
423,LR3,62,Land Rover
424,LR2,62,Land Rover
498,Other Light Truck,62,Land Rover
499,UnknownLight Truck,62,Land Rover
998,Other vehicle,62,Land Rover
999,Unknown vehicle,62,Land Rover
31,Sephia,63,Kia
32,Spectra,63,Kia
33,Rio,63,Kia
34,Optima,63,Kia
35,Amanti,63,Kia
36,Rondo,63,Kia
398,Other automobile,63,Kia
399,Unknown automobile,63,Kia
401,Sportage,63,Kia
402,Sorrento,63,Kia
441,Sedona,63,Kia
498,Other Light Truck,63,Kia
499,Unknown Light Truck,63,Kia
998,Other vehicle,63,Kia
999,Unknown vehicle,63,Kia
31,Lanos,64,Daewoo
32,Nubria,64,Daewoo
33,Leganza,64,Daewoo
398,Other Automobile,64,Daewoo
399,Unknown Automobile,64,Daewoo
999,Other Vehicle,64,Daewoo
31,Cooper,65,Mini
31,Aston Martin,69,OtherForeign
32,Bricklin,69,OtherForeign
33,Citreon,69,OtherForeign
34,Delorean,69,OtherForeign
35,Ferrari,69,OtherForeign
36,Hillman,69,OtherForeign
37,Jensen,69,OtherForeign
38,Lamborghini,69,OtherForeign
39,Lotus,69,OtherForeign
40,Maserati,69,OtherForeign
41,Morris,69,OtherForeign
42,Rolls Royce/Bentley,69,OtherForeign
44,Simca,69,OtherForeign
45,Sunbeam,69,OtherForeign
46,TVR,69,OtherForeign
48,Desta,69,OtherForeign
49,Reliant,69,OtherForeign
52,Bertone,69,OtherForeign
53,Lada,69,OtherForeign
398,Other make,69,OtherForeign
399,Unknownmake,69,OtherForeign
881,Medium Heavy - CBE,81,Diamond/Reo
461,Sprinter/Advantage,82,Freightliner/White
470,M-Line Walk-in Van,82,Freightliner/White
498,Other Light Truck,82,Freightliner/White
850,Truck based motorhome,82,Freightliner/White
881,Medium Heavy - CBE,82,Freightliner/White
882,Medium/Heavy COE low entry,82,Freightliner/White
883,Medium/Heavy COE high entry,82,Freightliner/White
884,Medium/Heavy unknown engine location,82,Freightliner/White
890,Medium/Heavy COE entry position unknown,82,Freightliner/White
898,Other medium/heavy truck,82,Freightliner/White
899,Unknown medium/heavy truck,82,Freightliner/White
981,Conventional bus,82,Freightliner/White
982,"Bus-flat front, front engine",82,Freightliner/White
983,"Bus-flat front, rear engine",82,Freightliner/White
988,Other bus,82,Freightliner/White
989,Unknown bus,82,Freightliner/White
999,Unknown vehicle,82,Freightliner/White
421,Scout,84,International Harvester
431,Travelall,84,International Harvester
466,Multistop Van,84,International Harvester
481,Pickup,84,International Harvester
498,Other light truck,84,International Harvester
499,Unknownlight truck,84,International Harvester
850,Truck based motorhome,84,International Harvester
881,Medium Heavy - CBE,84,International Harvester
882,Medium/Heavy COE low entry,84,International Harvester
883,Medium/Heavy COE high entry,84,International Harvester
884,Medium/Heavy,84,International Harvester
890,Medium/Heavy COE,84,International Harvester
898,Other medium/heavy truck,84,International Harvester
899,Unknownmedium/heavy truck,84,International Harvester
950,Bus based Motorhome,84,International Harvester
981,Conventional bus,84,International Harvester
982,"Bus-flat front, front engine",84,International Harvester
983,"Bus-flat front, rear engine",84,International Harvester
988,Other bus,84,International Harvester
989,Unknown bus,84,International Harvester
998,Other vehicle,84,International Harvester
999,Unknown vehicle,84,International Harvester
